index,track_id,track_name,artist_id,artist_name,album_id,duration,release_date,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,playlist_id,playlist_name,predicted_genre_id,predicted_genre_prob,predicted_genre,classification_probability
48,3KbqbLxwSwFNV0ZTnzAeM9,(They Long To Be) Close To You,3pTaNQJ7TAU4yL7KEZp5sF,Nyoy Volante,2A48roBpFpFjatWtksmsQE,184200,2008-05-06,22,0.534,0.369,8,-10.704,1,0.0448,0.896,0.0324,0.098,0.242,80.815,3KbqbLxwSwFNV0ZTnzAeM9,3KbqbLxwSwFNV0ZTnzAeM9,3,0.928848147392273,Acoustic,92.8848147392273%
47,3fctzxwfAkILwVfyxAViAI,You're Not Mine,3pTaNQJ7TAU4yL7KEZp5sF,Nyoy Volante,2A48roBpFpFjatWtksmsQE,187293,2008-05-06,14,0.591,0.255,4,-13.486,1,0.0344,0.901,0.287,0.111,0.255,105.858,3fctzxwfAkILwVfyxAViAI,3fctzxwfAkILwVfyxAViAI,3,0.9255027770996094,Acoustic,92.55027770996094%
5,5iiywmGbNU62D0QAKN9tdu,Nandito Ako,3pTaNQJ7TAU4yL7KEZp5sF,Nyoy Volante,5jzfPxlD5UD4Aw3cEnelcC,270586,2012-01-01,23,0.647,0.0856,4,-19.046,1,0.0544,0.902,0.0066,0.107,0.421,139.906,5iiywmGbNU62D0QAKN9tdu,5iiywmGbNU62D0QAKN9tdu,3,0.9233971834182739,Acoustic,92.33971834182739%
133,4Ryh60ix5LXFscageTqwGN,God Gave Me You - Acoustic,3pTaNQJ7TAU4yL7KEZp5sF,Nyoy Volante,3x8JjOYWv1IA85NRDC5k4c,265840,2016-09-16,7,0.477,0.392,7,-8.271,1,0.0272,0.688,1.99e-06,0.125,0.293,77.073,4Ryh60ix5LXFscageTqwGN,4Ryh60ix5LXFscageTqwGN,3,0.9187580943107605,Acoustic,91.87580943107605%
8,7czG9HV8a9oTjzoXqfos8Q,Sana Dalawa Ang Puso Ko,3pTaNQJ7TAU4yL7KEZp5sF,Nyoy Volante,5jzfPxlD5UD4Aw3cEnelcC,287546,2012-01-01,19,0.687,0.455,2,-8.18,1,0.0264,0.673,0.000175,0.532,0.229,130.196,7czG9HV8a9oTjzoXqfos8Q,7czG9HV8a9oTjzoXqfos8Q,3,0.9139218330383301,Acoustic,91.39218330383301%
38,6XazyhArhUJqpYxhuhQJvN,Mahal na mahal,3pTaNQJ7TAU4yL7KEZp5sF,Nyoy Volante,1maIgsJ7htTqCDrhe8aucE,215520,2008-08-09,9,0.537,0.268,0,-13.038,1,0.0369,0.779,0.187,0.106,0.167,77.366,6XazyhArhUJqpYxhuhQJvN,6XazyhArhUJqpYxhuhQJvN,3,0.9096571207046509,Acoustic,90.96571207046509%
43,3CkKSV0BzTV0fUkCIVaArq,Baby Stay,3pTaNQJ7TAU4yL7KEZp5sF,Nyoy Volante,1maIgsJ7htTqCDrhe8aucE,216013,2008-08-09,2,0.473,0.105,7,-21.164,1,0.0639,0.854,0.0264,0.108,0.196,145.268,3CkKSV0BzTV0fUkCIVaArq,3CkKSV0BzTV0fUkCIVaArq,3,0.9031722545623779,Acoustic,90.3172254562378%
29,0Vb4bx3WLXa047jchCForj,Forever,3pTaNQJ7TAU4yL7KEZp5sF,Nyoy Volante,4aW4RCeWwmde6JSVjDUgaD,277426,2010-01-01,3,0.548,0.349,9,-9.772,1,0.03,0.874,0.000136,0.224,0.318,140.07,0Vb4bx3WLXa047jchCForj,0Vb4bx3WLXa047jchCForj,3,0.8917938470840454,Acoustic,89.17938470840454%
45,7qUHGajuvmhnCddQjuNK6N,Because,3pTaNQJ7TAU4yL7KEZp5sF,Nyoy Volante,2A48roBpFpFjatWtksmsQE,263653,2008-05-06,17,0.681,0.417,7,-12.276,1,0.034,0.746,0.283,0.112,0.315,101.102,7qUHGajuvmhnCddQjuNK6N,7qUHGajuvmhnCddQjuNK6N,3,0.8897992372512817,Acoustic,88.97992372512817%
31,0nzRT8xrPJNSwxsi3tYVMq,Walang Hanggan,3pTaNQJ7TAU4yL7KEZp5sF,Nyoy Volante,4aW4RCeWwmde6JSVjDUgaD,274986,2010-01-01,8,0.453,0.338,4,-11.074,1,0.0405,0.849,9.83e-05,0.126,0.185,144.879,0nzRT8xrPJNSwxsi3tYVMq,0nzRT8xrPJNSwxsi3tYVMq,3,0.8871748447418213,Acoustic,88.71748447418213%
41,4urR4TMtkPIY1qgbDs91EQ,Maghihintay,3pTaNQJ7TAU4yL7KEZp5sF,Nyoy Volante,1maIgsJ7htTqCDrhe8aucE,252813,2008-08-09,3,0.753,0.281,9,-17.929,1,0.0478,0.717,0.413,0.17,0.799,121.609,4urR4TMtkPIY1qgbDs91EQ,4urR4TMtkPIY1qgbDs91EQ,3,0.8862029314041138,Acoustic,88.62029314041138%
49,7aLUT8YPqXMZl1JUJh2ffv,First of May,3pTaNQJ7TAU4yL7KEZp5sF,Nyoy Volante,2A48roBpFpFjatWtksmsQE,173253,2008-05-06,15,0.479,0.216,2,-11.985,1,0.0457,0.911,0.091,0.126,0.191,139.32,7aLUT8YPqXMZl1JUJh2ffv,7aLUT8YPqXMZl1JUJh2ffv,3,0.8849902153015137,Acoustic,88.49902153015137%
19,0fKIYcJD3mYvgAIYZrVn8h,Kamakailan Lang - Instrumental,3pTaNQJ7TAU4yL7KEZp5sF,Nyoy Volante,4oif6qMFEOF3E6uf0bvDOV,316426,2012-01-01,1,0.627,0.552,9,-8.376,1,0.0337,0.724,0.941,0.0536,0.616,145.977,0fKIYcJD3mYvgAIYZrVn8h,0fKIYcJD3mYvgAIYZrVn8h,3,0.8687992691993713,Acoustic,86.87992691993713%
18,5Keg4HiBjG3LZBtwkxUOed,Sa Isip Ko - Instrumental,3pTaNQJ7TAU4yL7KEZp5sF,Nyoy Volante,4oif6qMFEOF3E6uf0bvDOV,215213,2012-01-01,1,0.615,0.341,0,-11.684,1,0.0339,0.282,0.854,0.179,0.45,171.937,5Keg4HiBjG3LZBtwkxUOed,5Keg4HiBjG3LZBtwkxUOed,3,0.8652494549751282,Acoustic,86.52494549751282%
73,6m9YKCOZpdkLzPqUwCM9ha,Chosen,3pTaNQJ7TAU4yL7KEZp5sF,Nyoy Volante,6wh0T0S950yhOVVT6kJjm2,313541,2018-05-08,8,0.57,0.714,4,-7.664,1,0.038,0.16,0.0,0.12,0.449,130.058,6m9YKCOZpdkLzPqUwCM9ha,6m9YKCOZpdkLzPqUwCM9ha,5,0.8463549613952637,Rock,84.63549613952637%
32,7e3sUBFnAqGER5GTn0LrJx,Tuloy Tuloy Pa Rin,3pTaNQJ7TAU4yL7KEZp5sF,Nyoy Volante,4aW4RCeWwmde6JSVjDUgaD,265720,2010-01-01,6,0.475,0.41,9,-9.505,1,0.0376,0.869,0.0567,0.121,0.332,97.703,7e3sUBFnAqGER5GTn0LrJx,7e3sUBFnAqGER5GTn0LrJx,3,0.8441748023033142,Acoustic,84.41748023033142%
6,55KhQcERGBQbDb01bWMnJN,Sa Isip Ko,3pTaNQJ7TAU4yL7KEZp5sF,Nyoy Volante,5jzfPxlD5UD4Aw3cEnelcC,215240,2012-01-01,20,0.597,0.38,0,-9.845,1,0.0298,0.594,0.0729,0.133,0.419,171.861,55KhQcERGBQbDb01bWMnJN,55KhQcERGBQbDb01bWMnJN,3,0.8421980142593384,Acoustic,84.21980142593384%
449,3ocvog3yBMh38dGNxg9GyJ,Sana Ay Ikaw Na Nga,3pTaNQJ7TAU4yL7KEZp5sF,Nyoy Volante,3ebxSivbFn0Of77GNejYdQ,206426,2010-06-07,1,0.428,0.179,11,-16.558,1,0.0452,0.615,0.00443,0.105,0.189,140.353,3ocvog3yBMh38dGNxg9GyJ,3ocvog3yBMh38dGNxg9GyJ,3,0.8343011736869812,Acoustic,83.43011736869812%
295,5LhwNuhYJxqcCFJWLJmHsl,Slowdancing,3pTaNQJ7TAU4yL7KEZp5sF,Nyoy Volante,68P7A2Is3ExQ8zdEfO6484,241386,2012-07-10,10,0.455,0.444,9,-8.731,1,0.0304,0.615,0.0,0.0924,0.32,144.059,5LhwNuhYJxqcCFJWLJmHsl,5LhwNuhYJxqcCFJWLJmHsl,3,0.8311466574668884,Acoustic,83.11466574668884%
2,3O7vNSKiSa5uWpaxjC4712,Pikit,3pTaNQJ7TAU4yL7KEZp5sF,Nyoy Volante,5jzfPxlD5UD4Aw3cEnelcC,391080,2012-01-01,11,0.651,0.365,9,-8.716,1,0.0307,0.825,0.0181,0.11,0.151,140.09,3O7vNSKiSa5uWpaxjC4712,3O7vNSKiSa5uWpaxjC4712,3,0.8217242956161499,Acoustic,82.17242956161499%
53,6bwkFs7t6ExPs5a2ER2L3i,Make You Happy,3pTaNQJ7TAU4yL7KEZp5sF,Nyoy Volante,2A48roBpFpFjatWtksmsQE,248013,2008-05-06,11,0.604,0.365,0,-10.984,1,0.0303,0.805,0.0119,0.125,0.337,74.138,6bwkFs7t6ExPs5a2ER2L3i,6bwkFs7t6ExPs5a2ER2L3i,3,0.8116515874862671,Acoustic,81.16515874862671%
35,3nI4ej3PIobYrjeTvufKDE,Nandito Lang (Hanggang Kailan),3pTaNQJ7TAU4yL7KEZp5sF,Nyoy Volante,1maIgsJ7htTqCDrhe8aucE,241560,2008-08-09,8,0.653,0.404,11,-11.4,0,0.0295,0.614,0.0295,0.199,0.473,123.207,3nI4ej3PIobYrjeTvufKDE,3nI4ej3PIobYrjeTvufKDE,3,0.8049091100692749,Acoustic,80.49091100692749%
54,5yXbkIQZOiFp0k4STiYv9x,More Than You'll Ever Know,3pTaNQJ7TAU4yL7KEZp5sF,Nyoy Volante,2A48roBpFpFjatWtksmsQE,202053,2008-05-06,37,0.451,0.335,11,-10.205,1,0.0312,0.865,0.0878,0.101,0.21,133.807,5yXbkIQZOiFp0k4STiYv9x,5yXbkIQZOiFp0k4STiYv9x,3,0.7881819605827332,Acoustic,78.81819605827332%
20,7dOUDPsOUgd7992K5o6PWj,Sana Dalawa Ang Puso Ko - Instrumental,3pTaNQJ7TAU4yL7KEZp5sF,Nyoy Volante,4oif6qMFEOF3E6uf0bvDOV,287786,2012-01-01,6,0.666,0.411,9,-10.478,1,0.0277,0.459,0.249,0.517,0.158,130.083,7dOUDPsOUgd7992K5o6PWj,7dOUDPsOUgd7992K5o6PWj,3,0.7830073237419128,Acoustic,78.30073237419128%
22,3TaIjVcPAcByVBZlqLevCJ,Basta't Kasama Kita - Instrumental,3pTaNQJ7TAU4yL7KEZp5sF,Nyoy Volante,4oif6qMFEOF3E6uf0bvDOV,256653,2012-01-01,9,0.564,0.15,3,-10.257,1,0.044,0.978,0.651,0.151,0.147,67.116,3TaIjVcPAcByVBZlqLevCJ,3TaIjVcPAcByVBZlqLevCJ,1,0.7706484198570251,Classical,77.06484198570251%
14,0Wno1Q4pJxHHp0rzIeRS0F,Pikit - Instrumental,3pTaNQJ7TAU4yL7KEZp5sF,Nyoy Volante,4oif6qMFEOF3E6uf0bvDOV,392880,2012-01-01,1,0.656,0.345,9,-9.965,1,0.0331,0.831,0.568,0.121,0.0833,140.003,0Wno1Q4pJxHHp0rzIeRS0F,0Wno1Q4pJxHHp0rzIeRS0F,3,0.7628743052482605,Acoustic,76.28743052482605%
164,4SBgYkam2ehlZaJX5EMB5P,Patay Na Si Uto,3pTaNQJ7TAU4yL7KEZp5sF,Nyoy Volante,0RY4tAeB03K1MfSwe8R4D6,186600,2016-03-10,18,0.493,0.705,1,-5.657,1,0.114,0.154,9.14e-06,0.102,0.287,79.649,4SBgYkam2ehlZaJX5EMB5P,4SBgYkam2ehlZaJX5EMB5P,4,0.7607796788215637,R&B,76.07796788215637%
7,3VDmXFIt9fxymAe1WPksD5,Kamakailan Lang,3pTaNQJ7TAU4yL7KEZp5sF,Nyoy Volante,5jzfPxlD5UD4Aw3cEnelcC,317293,2012-01-01,11,0.641,0.558,9,-6.539,1,0.0337,0.776,0.00694,0.0556,0.72,145.874,3VDmXFIt9fxymAe1WPksD5,3VDmXFIt9fxymAe1WPksD5,3,0.744848906993866,Acoustic,74.4848906993866%
70,0zTSxmqujphGqVNdd33Mq5,Awit Ko Na Naisulat Dahil Sa Kagandahan Mo - Minus One,3pTaNQJ7TAU4yL7KEZp5sF,Nyoy Volante,0lPcGBzpPjoMAS62iExieD,237600,2020-08-07,0,0.682,0.635,7,-9.824,1,0.0406,0.333,0.831,0.116,0.719,99.983,0zTSxmqujphGqVNdd33Mq5,0zTSxmqujphGqVNdd33Mq5,1,0.7398619651794434,Classical,73.98619651794434%
68,6gsF0KXACH5HK8QvtRcaMn,Huling Sayaw,3pTaNQJ7TAU4yL7KEZp5sF,Nyoy Volante,6Mo7cq7JRqSBZVDqXvwSel,274812,2020-11-20,27,0.492,0.477,10,-7.899,1,0.0256,0.562,1.57e-06,0.154,0.298,137.927,6gsF0KXACH5HK8QvtRcaMn,6gsF0KXACH5HK8QvtRcaMn,3,0.7348164319992065,Acoustic,73.48164319992065%
107,1oStu2GdZuAQ8WeInls3KG,Chosen - Saints Sinners Misfits,3pTaNQJ7TAU4yL7KEZp5sF,Nyoy Volante,0lWlViaBgXo21nodzXH9Fr,313541,2018-06-01,0,0.561,0.717,4,-8.311,1,0.0346,0.167,0.0,0.129,0.389,130.069,1oStu2GdZuAQ8WeInls3KG,1oStu2GdZuAQ8WeInls3KG,5,0.7220927476882935,Rock,72.20927476882935%
418,0EKTJuRsXuYoCeXwLUSeYz,Power of Two,3pTaNQJ7TAU4yL7KEZp5sF,Nyoy Volante,7GNb9klVYDVzxoZWBc34Kz,305586,2011-01-01,18,0.706,0.54,4,-7.784,1,0.0328,0.746,0.0,0.102,0.504,114.98,0EKTJuRsXuYoCeXwLUSeYz,0EKTJuRsXuYoCeXwLUSeYz,3,0.7173409461975098,Acoustic,71.73409461975098%
23,2x7DmZVp2jmh4GaHtWX4VL,Bukas Na Lang Kita Mamahalin - Instrumental,3pTaNQJ7TAU4yL7KEZp5sF,Nyoy Volante,4oif6qMFEOF3E6uf0bvDOV,254813,2012-01-01,13,0.674,0.121,9,-15.012,1,0.0549,0.908,0.9,0.0995,0.114,75.033,2x7DmZVp2jmh4GaHtWX4VL,2x7DmZVp2jmh4GaHtWX4VL,3,0.7138606309890747,Acoustic,71.38606309890747%
16,7kgfVTeVMwm4jveNR3PDde,Magkasuyo Buong Gabi - Instrumental,3pTaNQJ7TAU4yL7KEZp5sF,Nyoy Volante,4oif6qMFEOF3E6uf0bvDOV,237053,2012-01-01,5,0.68,0.36,7,-11.797,1,0.0374,0.804,0.79,0.143,0.374,150.03,7kgfVTeVMwm4jveNR3PDde,7kgfVTeVMwm4jveNR3PDde,3,0.7135100960731506,Acoustic,71.35100960731506%
150,6hrg5S0P5pZbLdo4TLn2uN,Sintunado,3pTaNQJ7TAU4yL7KEZp5sF,Nyoy Volante,1eu0hC9FbOG6Frp1siFDIA,235440,2016-06-10,11,0.55,0.648,11,-8.422,1,0.0372,0.369,0.0,0.419,0.802,169.926,6hrg5S0P5pZbLdo4TLn2uN,6hrg5S0P5pZbLdo4TLn2uN,5,0.7102803587913513,Rock,71.02803587913513%
58,2GAsZsm7fNhBy0Q7aYTXuQ,What Is This I'm Feeling For You,3pTaNQJ7TAU4yL7KEZp5sF,Nyoy Volante,4EQ7a4ztLVN5OUgxJJVIxY,238973,2002-06-01,7,0.546,0.474,4,-9.721,1,0.0286,0.307,0.0,0.101,0.236,125.956,2GAsZsm7fNhBy0Q7aYTXuQ,2GAsZsm7fNhBy0Q7aYTXuQ,5,0.6918081045150757,Rock,69.18081045150757%
42,64GmqrwsKvxBpUFTxgMIMl,Sobra Sobra,3pTaNQJ7TAU4yL7KEZp5sF,Nyoy Volante,1maIgsJ7htTqCDrhe8aucE,295360,2008-08-09,3,0.712,0.216,9,-19.059,1,0.087,0.413,0.554,0.123,0.593,114.127,64GmqrwsKvxBpUFTxgMIMl,64GmqrwsKvxBpUFTxgMIMl,3,0.6471437811851501,Acoustic,64.71437811851501%
13,4ZMDclBXG6YxikZnJb4FLI,Bakit Ba Ganyan - Instrumental,3pTaNQJ7TAU4yL7KEZp5sF,Nyoy Volante,4oif6qMFEOF3E6uf0bvDOV,312520,2012-01-01,4,0.686,0.276,11,-10.305,1,0.03,0.865,0.765,0.119,0.147,139.986,4ZMDclBXG6YxikZnJb4FLI,4ZMDclBXG6YxikZnJb4FLI,3,0.6318162679672241,Acoustic,63.18162679672241%
65,58bROXWH764oojk4JBuXTh,You're My You,3pTaNQJ7TAU4yL7KEZp5sF,Nyoy Volante,4EQ7a4ztLVN5OUgxJJVIxY,276853,2002-06-01,19,0.416,0.56,0,-11.272,1,0.0409,0.566,0.0,0.0827,0.273,96.011,58bROXWH764oojk4JBuXTh,58bROXWH764oojk4JBuXTh,5,0.6121900081634521,Rock,61.219000816345215%
60,2WAwxaI7lyIfy7eS1lus3Y,Be My Lady,3pTaNQJ7TAU4yL7KEZp5sF,Nyoy Volante,4EQ7a4ztLVN5OUgxJJVIxY,233640,2002-06-01,11,0.264,0.533,5,-6.713,1,0.0321,0.544,0.0,0.164,0.134,79.499,2WAwxaI7lyIfy7eS1lus3Y,2WAwxaI7lyIfy7eS1lus3Y,3,0.5913217663764954,Acoustic,59.132176637649536%
3,2PTQBDNpLnjix9Dsa33d8l,Tuloy Pa Rin,3pTaNQJ7TAU4yL7KEZp5sF,Nyoy Volante,5jzfPxlD5UD4Aw3cEnelcC,236453,2012-01-01,42,0.8,0.536,7,-7.013,1,0.0359,0.721,0.00741,0.0928,0.724,110.1,2PTQBDNpLnjix9Dsa33d8l,2PTQBDNpLnjix9Dsa33d8l,5,0.5905677676200867,Rock,59.05677676200867%
